crop,series_id,Commodity,State,District,Market,latitude,longitude,mean_arrival,std_arrival,mean_price,neighbor_degree_75km,neighbor_degree_150km,neighbor_degree_300km,density_bucket,volume_bucket
potato,Potato||Uttar Pradesh||Kasganj||Kasganj APMC,Potato,Uttar Pradesh,Kasganj,Kasganj APMC,27.7888528,78.8229701,127.42372709345577,79.2408305994894,1284.7761021465758,16,64,188,dense,high
potato,Potato||Uttar Pradesh||Kaushambi||Bharwari APMC,Potato,Uttar Pradesh,Kaushambi,Bharwari APMC,25.534245599999995,81.4493567,24.493682855807382,14.663604763157318,1291.43327984307,9,34,111,dense,high
potato,Potato||Uttar Pradesh||Kaushambi||Manjhanpur APMC,Potato,Uttar Pradesh,Kaushambi,Manjhanpur APMC,25.5342456,81.4493567,21.13668218914985,8.294490023299307,2146.850126834684,9,34,111,dense,medium
potato,Potato||Uttar Pradesh||Khiri (Lakhimpur)||Mohammdi APMC,Potato,Uttar Pradesh,Khiri (Lakhimpur),Mohammdi APMC,27.130334400000002,80.859666,51.50882915119271,56.86403666587462,1249.4155964897523,27,61,138,dense,high
potato,Potato||Uttar Pradesh||Lakhimpur||Golagokarnath APMC,Potato,Uttar Pradesh,Lakhimpur,Golagokarnath APMC,27.9850602,80.7538454,63.995014003092614,30.32560041954686,1274.4453667995642,5,39,138,dense,high
potato,Potato||Uttar Pradesh||Lakhimpur||Lakhimpur APMC,Potato,Uttar Pradesh,Lakhimpur,Lakhimpur APMC,27.9850602,80.7538454,387.15082038965755,673.6284466485749,1301.300840368681,5,39,138,dense,high
potato,Potato||Uttar Pradesh||Lalitpur||Lalitpur APMC,Potato,Uttar Pradesh,Lalitpur,Lalitpur APMC,24.6999688,78.51862,44.81271076061941,25.856318341186014,1417.8346660517052,0,9,65,sparse,high
potato,Potato||Uttar Pradesh||Lucknow||Lucknow APMC,Potato,Uttar Pradesh,Lucknow,Lucknow APMC,26.8381,80.9346001,447.0703417934215,96.67493973990922,1324.1191055507068,35,59,142,dense,high
potato,Potato||Uttar Pradesh||Maharajganj||Anandnagar APMC,Potato,Uttar Pradesh,Maharajganj,Anandnagar APMC,26.471084699999995,81.1807046,6.296253498517524,2.3008411809710645,1396.990831395404,15,68,126,dense,medium
potato,Potato||Uttar Pradesh||Maharajganj||Gadaura APMC,Potato,Uttar Pradesh,Maharajganj,Gadaura APMC,26.4710847,81.1807046,18.463543963997605,14.2054439671614,1117.1447854000442,15,68,126,dense,medium
potato,Potato||Uttar Pradesh||Maharajganj||Nautnava APMC,Potato,Uttar Pradesh,Maharajganj,Nautnava APMC,26.4710847,81.1807046,1.410780950574019,5.784532538947669,1310.6259586454808,15,68,126,dense,low
potato,Potato||Uttar Pradesh||Maharajganj||Partaval APMC,Potato,Uttar Pradesh,Maharajganj,Partaval APMC,26.4710847,81.1807046,91.7221363574378,69.4420178406154,1318.3019484870458,15,68,126,dense,high
potato,Potato||Uttar Pradesh||Mahoba||Mahoba APMC,Potato,Uttar Pradesh,Mahoba,Mahoba APMC,25.3615939,79.706011,31.601173035717487,32.93528211389256,1368.5086981227196,7,29,113,sparse,high
potato,Potato||Uttar Pradesh||Mainpuri||Bewar APMC,Potato,Uttar Pradesh,Mainpuri,Bewar APMC,27.209307200000005,79.0625369,282.0469549217904,189.8590328120059,1020.9305507011626,11,54,164,dense,high
potato,Potato||Uttar Pradesh||Mainpuri||Ghiraur APMC,Potato,Uttar Pradesh,Mainpuri,Ghiraur APMC,27.209307200000005,79.0625369,444.0297500839675,243.0699662668415,1171.4862166827613,11,54,164,dense,high
potato,Potato||Uttar Pradesh||Mainpuri||Mainpuri APMC,Potato,Uttar Pradesh,Mainpuri,Mainpuri APMC,27.209307200000005,79.0625369,962.9336148942901,779.7885288509365,1219.310675796331,11,54,164,dense,high
potato,Potato||Uttar Pradesh||Mathura||Kosikalan APMC,Potato,Uttar Pradesh,Mathura,Kosikalan APMC,27.495553900000004,77.6855554,16.048617317686304,19.131920362080866,1183.4823576691404,12,61,160,dense,medium
potato,Potato||Uttar Pradesh||Mathura||Mathura APMC,Potato,Uttar Pradesh,Mathura,Mathura APMC,27.495553899999997,77.6855554,306.4084430767025,142.27997758841525,1298.7984498393932,12,61,160,dense,high
potato,Potato||Uttar Pradesh||Mau(Maunathbhanjan)||Doharighat APMC,Potato,Uttar Pradesh,Mau(Maunathbhanjan),Doharighat APMC,27.1303344,80.859666,1.4367416939423625,11.170588524168721,1757.6463293300362,27,61,138,dense,low
potato,Potato||Uttar Pradesh||Mau(Maunathbhanjan)||Kopaganj APMC,Potato,Uttar Pradesh,Mau(Maunathbhanjan),Kopaganj APMC,27.130334400000002,80.859666,59.69430172193352,56.39125245230825,1280.4024720232546,27,61,138,dense,high
potato,Potato||Uttar Pradesh||Meerut||Meerut APMC,Potato,Uttar Pradesh,Meerut,Meerut APMC,29.0018557,77.7679671,302.52607079657787,258.2843924144905,1339.8834460536868,30,79,187,dense,high
potato,Potato||Uttar Pradesh||Mirzapur||Ahirora APMC,Potato,Uttar Pradesh,Mirzapur,Ahirora APMC,24.931689600000002,82.6280163,71.35744083806041,67.69161480215112,1245.5108735609374,5,17,72,sparse,high
potato,Potato||Uttar Pradesh||Mirzapur||Mirzapur APMC,Potato,Uttar Pradesh,Mirzapur,Mirzapur APMC,24.9316896,82.6280163,125.70628181479557,76.4505436071058,1330.898489891943,5,17,72,sparse,high
potato,Potato||Uttar Pradesh||Muzaffarnagar||Muzzafarnagar APMC,Potato,Uttar Pradesh,Muzaffarnagar,Muzzafarnagar APMC,29.4496979,77.7429333,85.04025933428349,33.46820118198979,1378.6458145577553,19,90,197,dense,high
potato,Potato||Uttar Pradesh||Pillibhit||Bishalpur APMC,Potato,Uttar Pradesh,Pillibhit,Bishalpur APMC,27.1303344,80.859666,42.15254552022192,31.48423960542069,1237.8941422162075,27,61,138,dense,high
potato,Potato||Uttar Pradesh||Pillibhit||Pilibhit APMC,Potato,Uttar Pradesh,Pillibhit,Pilibhit APMC,27.1303344,80.859666,79.90405695565389,97.60998900768575,1237.5518809963942,27,61,138,dense,high
potato,Potato||Uttar Pradesh||Pillibhit||Puranpur APMC,Potato,Uttar Pradesh,Pillibhit,Puranpur APMC,27.130334400000002,80.859666,34.421193722071244,54.74888477266182,1276.8789336109812,27,61,138,dense,high
potato,Potato||Uttar Pradesh||Pratapgarh||Pratapgarh APMC,Potato,Uttar Pradesh,Pratapgarh,Pratapgarh APMC,25.75,81.75,75.36651299147692,44.74215313336666,1289.9099116272446,10,38,108,dense,high
potato,Potato||Uttar Pradesh||Prayagraj||Ajuha APMC,Potato,Uttar Pradesh,Prayagraj,Ajuha APMC,25.4381302,81.8338005,31.019852113938896,25.58390677977075,1251.9716454344737,5,26,103,sparse,high
potato,Potato||Uttar Pradesh||Prayagraj||Jasra APMC,Potato,Uttar Pradesh,Prayagraj,Jasra APMC,25.4381302,81.8338005,50.23312751437727,26.214882722633046,880.8233816145984,5,26,103,sparse,high
potato,Potato||Uttar Pradesh||Prayagraj||Prayagraj APMC,Potato,Uttar Pradesh,Prayagraj,Prayagraj APMC,25.4381302,81.8338005,284.24080270022233,196.73761945330364,1450.2850076915513,5,26,103,sparse,high
potato,Potato||Uttar Pradesh||Raebarelli||Jayas APMC,Potato,Uttar Pradesh,Raebarelli,Jayas APMC,26.772397,80.94436260000002,73.77439249368314,59.18314899497351,1311.6884894837417,31,65,138,dense,high
potato,Potato||Uttar Pradesh||Raebarelli||Lalganj APMC,Potato,Uttar Pradesh,Raebarelli,Lalganj APMC,26.7724397,80.9443515,29.89098588905705,57.94992486480845,1289.8902745195749,31,65,138,dense,high
potato,Potato||Uttar Pradesh||Raebarelli||Raibareilly APMC,Potato,Uttar Pradesh,Raebarelli,Raibareilly APMC,26.772397,80.94436260000002,51.13439864131214,25.65352673057898,1284.814260715737,31,65,138,dense,high
potato,Potato||Uttar Pradesh||Raebarelli||Salon APMC,Potato,Uttar Pradesh,Raebarelli,Salon APMC,26.772397000000005,80.9443626,28.63012635256599,18.956561122149473,1295.5347958479847,31,65,138,dense,high
potato,Potato||Uttar Pradesh||Rampur||Milak APMC,Potato,Uttar Pradesh,Rampur,Milak APMC,28.793472800000004,79.1845806,16.586807836902207,6.4095832192407105,1284.7017240385173,8,38,186,dense,medium
potato,Potato||Uttar Pradesh||Rampur||Rampur APMC,Potato,Uttar Pradesh,Rampur,Rampur APMC,28.7934728,79.18458060000002,69.28271045055864,34.84098917895247,1258.4045139155476,8,38,186,dense,high
potato,Potato||Uttar Pradesh||Saharanpur||Chutmalpur APMC,Potato,Uttar Pradesh,Saharanpur,Chutmalpur APMC,29.985679900000004,77.5040646,1.958639315205548,1.6653863225929828,1129.3241426919847,22,68,198,dense,low
potato,Potato||Uttar Pradesh||Saharanpur||Gangoh APMC,Potato,Uttar Pradesh,Saharanpur,Gangoh APMC,29.9856799,77.5040646,0.7870052822049791,0.4252410794299327,1247.6467357339877,22,68,198,dense,low
potato,Potato||Uttar Pradesh||Saharanpur||Rampurmaniharan APMC,Potato,Uttar Pradesh,Saharanpur,Rampurmaniharan APMC,29.9856799,77.5040646,2.2421674866067285,2.2537270681865262,1253.764067656871,22,68,198,dense,low
potato,Potato||Uttar Pradesh||Saharanpur||Saharanpur APMC,Potato,Uttar Pradesh,Saharanpur,Saharanpur APMC,29.985679900000004,77.5040646,232.89673567298732,83.93398666530143,1371.861071009843,22,68,198,dense,high
potato,Potato||Uttar Pradesh||Sambhal||Bhehjoi APMC,Potato,Uttar Pradesh,Sambhal,Bhehjoi APMC,28.427192799999997,78.5564546,21.112283378669964,14.71866064331241,1044.2044545600838,18,69,197,dense,medium
potato,Potato||Uttar Pradesh||Sambhal||Chandausi APMC,Potato,Uttar Pradesh,Sambhal,Chandausi APMC,28.427192799999997,78.5564546,273.13466793350074,311.09289442892884,1282.3387506253518,18,69,197,dense,high
potato,Potato||Uttar Pradesh||Sambhal||Muradabad APMC,Potato,Uttar Pradesh,Sambhal,Muradabad APMC,28.427192799999997,78.5564546,203.902607689428,201.37650701598105,1289.3894274157346,18,69,197,dense,high
potato,Potato||Uttar Pradesh||Sambhal||Sambhal APMC,Potato,Uttar Pradesh,Sambhal,Sambhal APMC,28.4271928,78.5564546,18.16803471017896,12.243592156843869,1076.9861968909386,18,69,197,dense,medium
potato,Potato||Uttar Pradesh||Sant Kabir Nagar||Khalilabad APMC,Potato,Uttar Pradesh,Sant Kabir Nagar,Khalilabad APMC,26.755082,83.0398545,127.65965615725153,498.30938537132755,1513.7734846750163,5,24,95,sparse,high
potato,Potato||Uttar Pradesh||Shahjahanpur||Puwaha APMC,Potato,Uttar Pradesh,Shahjahanpur,Puwaha APMC,27.9128583,79.7476254,71.01290183977707,67.7018579105207,1280.2660044327276,16,57,178,dense,high
potato,Potato||Uttar Pradesh||Shahjahanpur||Shahjahanpur APMC,Potato,Uttar Pradesh,Shahjahanpur,Shahjahanpur APMC,27.9128583,79.7476254,163.3458832562285,192.03820438264205,1315.922545991098,16,57,178,dense,high
potato,Potato||Uttar Pradesh||Shahjahanpur||Tilhar APMC,Potato,Uttar Pradesh,Shahjahanpur,Tilhar APMC,27.912858300000003,79.7476254,16.484623417134397,13.887341498087803,995.2774022539852,16,57,178,dense,medium
potato,Potato||Uttar Pradesh||Shamli||Kairana APMC,Potato,Uttar Pradesh,Shamli,Kairana APMC,29.481150800000005,77.2901344,1.2980863707217618,0.2525903530294454,1016.5155452398288,29,92,215,dense,low
potato,Potato||Uttar Pradesh||Shamli||Khandhla APMC,Potato,Uttar Pradesh,Shamli,Khandhla APMC,29.4811508,77.2901344,1.8369459341143481,0.6966736934969565,983.6536633557276,29,92,215,dense,low
potato,Potato||Uttar Pradesh||Shamli||Shamli APMC,Potato,Uttar Pradesh,Shamli,Shamli APMC,29.4811508,77.2901344,91.78273128751174,54.42550304514478,1406.0863544552142,29,92,215,dense,high
potato,Potato||Uttar Pradesh||Shamli||Thanabhavan APMC,Potato,Uttar Pradesh,Shamli,Thanabhavan APMC,29.4811508,77.2901344,3.7265686871291845,1.7770117919893393,797.1967544998564,29,92,215,dense,medium
potato,Potato||Uttar Pradesh||Siddharth Nagar||Sahiyapur APMC,Potato,Uttar Pradesh,Siddharth Nagar,Sahiyapur APMC,27.27547,83.0880597,42.34074232646448,288.4375947248113,1291.236997450089,8,14,89,sparse,high
potato,Potato||Uttar Pradesh||Sitapur||Hargaon (Laharpur) APMC,Potato,Uttar Pradesh,Sitapur,Hargaon (Laharpur) APMC,27.5026748,80.8335139,6.502849086054652,2.5848696470794748,1098.1845714311248,27,49,133,dense,medium
potato,Potato||Uttar Pradesh||Sitapur||Mehmoodabad APMC,Potato,Uttar Pradesh,Sitapur,Mehmoodabad APMC,27.5026748,80.8335139,59.47013965413642,34.79644331133655,1329.4488827069756,27,49,133,dense,high
potato,Potato||Uttar Pradesh||Sitapur||Sitapur APMC,Potato,Uttar Pradesh,Sitapur,Sitapur APMC,27.5026748,80.8335139,247.52713386484587,333.87837176079216,1316.3478393135897,27,49,133,dense,high
potato,Potato||Uttar Pradesh||Sitapur||Viswan APMC,Potato,Uttar Pradesh,Sitapur,Viswan APMC,27.502674799999998,80.8335139,74.49851985105794,33.043034967671275,1479.4424057668994,27,49,133,dense,high
potato,Potato||Uttar Pradesh||Sonbhadra||Dudhi APMC,Potato,Uttar Pradesh,Sonbhadra,Dudhi APMC,24.4148159,83.0637517,1.9615404320632046,1.8416935624038722,1077.2968726179945,3,7,50,sparse,low
potato,Potato||Uttar Pradesh||Sonbhadra||Robertsganj APMC,Potato,Uttar Pradesh,Sonbhadra,Robertsganj APMC,24.414815899999997,83.0637517,136.02564011168982,64.84251931290015,1454.7441661823384,3,7,50,sparse,high
potato,Potato||Uttar Pradesh||Unnao||Bangarmau APMC,Potato,Uttar Pradesh,Unnao,Bangarmau APMC,26.5673264,80.6198193,94.42607921148107,62.46503991741302,1325.5512977960486,29,65,143,dense,high
potato,Potato||Uttar Pradesh||Unnao||Purwa APMC,Potato,Uttar Pradesh,Unnao,Purwa APMC,26.5673264,80.6198193,14.284391102119987,7.155654752199622,1310.930534315455,29,65,143,dense,medium
potato,Potato||Uttar Pradesh||Unnao||Unnao APMC,Potato,Uttar Pradesh,Unnao,Unnao APMC,26.5673264,80.6198193,37.953030566500054,27.254813136525343,1328.8353372122754,29,65,143,dense,high
potato,Potato||Uttar Pradesh||Varanasi||Varanasi(F&V) APMC,Potato,Uttar Pradesh,Varanasi,Varanasi(F&V) APMC,25.335649100000005,83.0076292,304.1622409153727,173.61765233003678,906.9315000075997,7,21,82,sparse,high
potato,Potato||Uttarakhand||Dehradoon||Dehradoon APMC,Potato,Uttarakhand,Dehradoon,Dehradoon APMC,30.0417376,79.089691,115.35406631882113,64.0358673498766,1002.0446995825547,9,17,134,sparse,high
potato,Potato||Uttarakhand||Dehradoon||Rishikesh APMC,Potato,Uttarakhand,Dehradoon,Rishikesh APMC,30.0417376,79.089691,24.16975667965785,20.84647428311684,1367.6526918530085,9,17,134,sparse,high
potato,Potato||Uttarakhand||Dehradoon||Vikasnagar APMC,Potato,Uttarakhand,Dehradoon,Vikasnagar APMC,30.0417376,79.089691,20.05139075057428,16.0259491769613,1022.5556673952018,9,17,134,sparse,medium
potato,Potato||Uttarakhand||Garhwal (Pauri)||Kotadwara APMC,Potato,Uttarakhand,Garhwal (Pauri),Kotadwara APMC,30.2221746,78.7707901,2.773473873058331,6.3298832428633665,1366.1997604247786,9,24,146,sparse,medium
potato,Potato||Uttarakhand||Haridwar||Haridwar Union APMC,Potato,Uttarakhand,Haridwar,Haridwar Union APMC,29.9123514,78.0087178,41.70089396798389,12.334666884833094,1126.2834431934205,14,60,192,dense,high
potato,Potato||Uttarakhand||Haridwar||Manglaur APMC,Potato,Uttarakhand,Haridwar,Manglaur APMC,29.9123514,78.0087178,2.54018087470936,1.796263427447542,945.6285322262029,14,60,192,dense,low
potato,Potato||Uttarakhand||Haridwar||Roorkee APMC,Potato,Uttarakhand,Haridwar,Roorkee APMC,29.912351400000002,78.0087178,26.1780583699495,20.233848906040127,942.9748206841733,14,60,192,dense,high
potato,Potato||Uttarakhand||Nanital||Haldwani APMC,Potato,Uttarakhand,Nanital,Haldwani APMC,30.041737599999998,79.089691,89.38591324517697,51.44600368641322,1238.1089288705264,9,17,134,sparse,high
potato,Potato||Uttarakhand||Nanital||Ramnagar APMC,Potato,Uttarakhand,Nanital,Ramnagar APMC,30.0417376,79.089691,12.163222302838172,8.072690008589337,748.1784980021409,9,17,134,sparse,medium
potato,Potato||Uttarakhand||Udhamsinghnagar||Kashipur APMC,Potato,Uttarakhand,Udhamsinghnagar,Kashipur APMC,30.0417376,79.089691,10.422226415673041,6.738882038637954,952.6391844313396,9,17,134,sparse,medium
potato,Potato||Uttarakhand||Udhamsinghnagar||Khateema APMC,Potato,Uttarakhand,Udhamsinghnagar,Khateema APMC,30.0417376,79.089691,5.258573529351093,2.9757347907392226,1138.4433295097674,9,17,134,sparse,medium
potato,Potato||Uttarakhand||Udhamsinghnagar||Rudrapur APMC,Potato,Uttarakhand,Udhamsinghnagar,Rudrapur APMC,30.0417376,79.089691,25.220020155720277,7.662692091846269,1078.538792273593,9,17,134,sparse,high
potato,Potato||Uttarakhand||Udhamsinghnagar||Sitarganj APMC,Potato,Uttarakhand,Udhamsinghnagar,Sitarganj APMC,30.0417376,79.089691,6.503235644343018,4.240682885128647,1161.6127170395355,9,17,134,sparse,medium
potato,Potato||West Bengal||Alipurduar||Alipurduar APMC,Potato,West Bengal,Alipurduar,Alipurduar APMC,26.485157300000004,89.5246926,21.164120314649963,9.831349041571736,1607.6454133739721,9,18,32,sparse,medium
potato,Potato||West Bengal||Alipurduar||Falakata APMC,Potato,West Bengal,Alipurduar,Falakata APMC,26.485157299999997,89.5246926,22.610089451591797,11.39737571483802,1564.229707003511,9,18,32,sparse,high
potato,Potato||West Bengal||Bankura||Bankura Sadar APMC,Potato,West Bengal,Bankura,Bankura Sadar APMC,23.132377,87.2081925,31.548099409563246,4.969480501054803,1563.463003774155,6,37,61,dense,high
potato,Potato||West Bengal||Bankura||Bishnupur(Bankura) APMC,Potato,West Bengal,Bankura,Bishnupur(Bankura) APMC,23.132377,87.2081925,4.965969603978285,0.6744384935226865,1513.5357572850396,6,37,61,dense,medium
potato,Potato||West Bengal||Bankura||Indus(Bankura Sadar) APMC,Potato,West Bengal,Bankura,Indus(Bankura Sadar) APMC,23.132377,87.2081925,2.6709739935804935,0.6894467463168511,1545.5461617384667,6,37,61,dense,low
potato,Potato||West Bengal||Bankura||Khatra APMC,Potato,West Bengal,Bankura,Khatra APMC,23.132377000000005,87.20819250000001,4.945512771978608,2.689630544839982,1423.0681873947433,6,37,61,dense,medium
potato,Potato||West Bengal||Birbhum||Birbhum APMC,Potato,West Bengal,Birbhum,Birbhum APMC,24.062153199999997,87.6982823,85.59964558462015,84.69504665111029,1515.1852908114315,9,31,58,sparse,high
potato,Potato||West Bengal||Birbhum||Bolpur APMC,Potato,West Bengal,Birbhum,Bolpur APMC,24.0621532,87.6982823,115.30274047476455,213.38773606731866,1585.1875286317106,9,31,58,sparse,high
potato,Potato||West Bengal||Birbhum||Rampurhat APMC,Potato,West Bengal,Birbhum,Rampurhat APMC,24.062153199999997,87.6982823,63.65228298831675,46.040841309925696,1476.9443459093393,9,31,58,sparse,high
potato,Potato||West Bengal||Birbhum||Sainthia APMC,Potato,West Bengal,Birbhum,Sainthia APMC,24.0621532,87.6982823,76.72446902956037,54.604578987323436,1409.0491431077864,9,31,58,sparse,high
potato,Potato||West Bengal||Coochbehar||Baxirhat APMC,Potato,West Bengal,Coochbehar,Baxirhat APMC,26.340622999999997,89.4812163,2.7081948596973286,0.5569560977705627,1418.8726295351119,9,20,32,sparse,medium
potato,Potato||West Bengal||Coochbehar||Coochbehar APMC,Potato,West Bengal,Coochbehar,Coochbehar APMC,26.340622999999997,89.4812163,9.120150959097211,2.1568669953984205,1413.626797085117,9,20,32,sparse,medium
potato,Potato||West Bengal||Coochbehar||Dinhata APMC,Potato,West Bengal,Coochbehar,Dinhata APMC,26.340622999999997,89.4812163,8.617198045745033,2.8026987864472788,1413.6859499690174,9,20,32,sparse,medium
potato,Potato||West Bengal||Coochbehar||Haldibari APMC,Potato,West Bengal,Coochbehar,Haldibari APMC,26.340622999999997,89.4812163,3.347526191991544,1.9729367550341357,1422.1457387348905,9,20,32,sparse,medium
potato,Potato||West Bengal||Coochbehar||Mathabhanga APMC,Potato,West Bengal,Coochbehar,Mathabhanga APMC,26.340622999999997,89.4812163,2.7230164096582588,1.1388805818398733,1412.179568004057,9,20,32,sparse,medium
potato,Potato||West Bengal||Coochbehar||Mekhliganj APMC,Potato,West Bengal,Coochbehar,Mekhliganj APMC,26.340622999999997,89.4812163,3.6298006234398206,1.3328386346714964,1430.877137738407,9,20,32,sparse,medium
potato,Potato||West Bengal||Coochbehar||Pundibari APMC,Potato,West Bengal,Coochbehar,Pundibari APMC,26.340622999999997,89.4812163,7.333006084840868,1.024000365522903,1403.0385794231677,9,20,32,sparse,medium
potato,Potato||West Bengal||Coochbehar||Toofanganj APMC,Potato,West Bengal,Coochbehar,Toofanganj APMC,26.340622999999997,89.4812163,8.253468796581352,2.430659995728042,1417.086237922218,9,20,32,sparse,medium
potato,Potato||West Bengal||Dakshin Dinajpur||Balurghat APMC,Potato,West Bengal,Dakshin Dinajpur,Balurghat APMC,25.385806999999996,88.5063362,5.119097862844316,2.1384668542557392,1509.8812749713456,4,24,61,sparse,medium
potato,Potato||West Bengal||Dakshin Dinajpur||Gangarampur(Dakshin Dinajpur) APMC,Potato,West Bengal,Dakshin Dinajpur,Gangarampur(Dakshin Dinajpur) APMC,25.385807000000003,88.5063362,5.618599641029944,2.664316040365969,1450.2885170951567,4,24,61,sparse,medium
potato,Potato||West Bengal||Darjeeling||Darjeeling APMC,Potato,West Bengal,Darjeeling,Darjeeling APMC,27.0377554,88.263176,1.5163843621931345,0.6129702171946969,2497.2647446762076,7,21,29,sparse,low
potato,Potato||West Bengal||Darjeeling||Karsiyang(Matigara) APMC,Potato,West Bengal,Darjeeling,Karsiyang(Matigara) APMC,27.0377554,88.263176,11.15662369347129,3.9565375647651213,2491.2761149963194,7,21,29,sparse,medium
potato,Potato||West Bengal||Darjeeling||Siliguri APMC,Potato,West Bengal,Darjeeling,Siliguri APMC,27.0377554,88.263176,200.5368115067336,26.34495668833085,1428.7020154022653,7,21,29,sparse,high
potato,Potato||West Bengal||Hooghly||Champadanga APMC,Potato,West Bengal,Hooghly,Champadanga APMC,22.9099403,88.01208249999999,14.038362500031331,7.286686625428999,1617.1402829362908,13,40,52,dense,medium
potato,Potato||West Bengal||Hooghly||Kalipur APMC,Potato,West Bengal,Hooghly,Kalipur APMC,22.9099403,88.01208249999999,6.194731068468845,1.6790024744163223,1571.0162389378052,13,40,52,dense,medium
potato,Potato||West Bengal||Hooghly||Pandua APMC,Potato,West Bengal,Hooghly,Pandua APMC,22.9099403,88.01208249999999,4.696450183976152,2.2634730144766597,1588.8292626528144,13,40,52,dense,medium
potato,Potato||West Bengal||Hooghly||Sheoraphuly APMC,Potato,West Bengal,Hooghly,Sheoraphuly APMC,22.9099403,88.01208249999999,11.704895919908088,9.1466618317853,1627.0495048658836,13,40,52,dense,medium
potato,Potato||West Bengal||Howrah||Ramkrishanpur(Howrah) APMC,Potato,West Bengal,Howrah,Ramkrishanpur(Howrah) APMC,22.5736296,88.3251045,17.84112235744161,4.985055239905641,1808.2228455075367,8,30,54,sparse,medium
potato,Potato||West Bengal||Howrah||Uluberia APMC,Potato,West Bengal,Howrah,Uluberia APMC,22.5736296,88.3251045,8.0294746384409,1.5371271397984707,1826.1510202528953,8,30,54,sparse,medium
potato,Potato||West Bengal||Jalpaiguri||Belacoba APMC,Potato,West Bengal,Jalpaiguri,Belacoba APMC,26.6262805,88.7334485,8.729038644458683,4.011941122373876,1460.5835329836448,7,23,33,sparse,medium
potato,Potato||West Bengal||Jalpaiguri||Dhupguri APMC,Potato,West Bengal,Jalpaiguri,Dhupguri APMC,26.6262805,88.7334485,10.691201619173448,7.234055052811374,1457.100221116766,7,23,33,sparse,medium
potato,Potato||West Bengal||Jalpaiguri||Jalpaiguri Sadar APMC,Potato,West Bengal,Jalpaiguri,Jalpaiguri Sadar APMC,26.626280500000004,88.7334485,9.445140020725685,5.637806292094874,1462.330576362791,7,23,33,sparse,medium
potato,Potato||West Bengal||Jalpaiguri||Moynaguri APMC,Potato,West Bengal,Jalpaiguri,Moynaguri APMC,26.626280500000004,88.7334485,9.492683708406208,4.857109509634286,1455.4131362457758,7,23,33,sparse,medium
potato,Potato||West Bengal||Jhargram||Jhargram APMC,Potato,West Bengal,Jhargram,Jhargram APMC,22.4538505,86.9949477,12.891814886384886,12.741184396943035,1701.9322691881434,6,29,59,sparse,medium
potato,Potato||West Bengal||Kalimpong||Kalimpong APMC,Potato,West Bengal,Kalimpong,Kalimpong APMC,27.0702869,88.4723676,1.9185362683298743,0.697814637647308,2803.1878755887387,7,21,29,sparse,low
potato,Potato||West Bengal||Kolkata||Bara Bazar (Posta Bazar) APMC,Potato,West Bengal,Kolkata,Bara Bazar (Posta Bazar) APMC,22.5726459,88.3638953,6.471016350558305,3.6069786708568587,1680.9847620784487,8,30,54,sparse,medium
potato,Potato||West Bengal||Malda||English Bazar APMC,Potato,West Bengal,Malda,English Bazar APMC,25.0057449,88.1398483,13.80515891240491,2.5450499735228105,1475.9635034431924,4,17,74,sparse,medium
potato,Potato||West Bengal||Malda||Gajol APMC,Potato,West Bengal,Malda,Gajol APMC,25.0057449,88.1398483,13.876926302687657,5.125151923083701,1513.8254315915754,4,17,74,sparse,medium
potato,Potato||West Bengal||Malda||Samsi APMC,Potato,West Bengal,Malda,Samsi APMC,25.0057449,88.1398483,14.889789041931344,6.986900316671123,1514.299198053693,4,17,74,sparse,medium
potato,Potato||West Bengal||Medinipur(E)||Egra/contai APMC,Potato,West Bengal,Medinipur(E),Egra/contai APMC,22.4207025,87.3269963,104.76015440694678,73.28023540868844,1755.7584560622083,7,31,61,sparse,high
potato,Potato||West Bengal||Medinipur(E)||Kolaghat APMC,Potato,West Bengal,Medinipur(E),Kolaghat APMC,22.4207025,87.3269963,13.918400471922787,12.963536754094694,1788.9551515203943,7,31,61,sparse,medium
potato,Potato||West Bengal||Medinipur(E)||Tamluk (Medinipur E) APMC,Potato,West Bengal,Medinipur(E),Tamluk (Medinipur E) APMC,22.4207025,87.3269963,18.549726811375333,13.828896984527796,1793.0094973468736,7,31,61,sparse,medium
potato,Potato||West Bengal||Medinipur(W)||Garbeta(Medinipur) APMC,Potato,West Bengal,Medinipur(W),Garbeta(Medinipur) APMC,22.4258406,87.3192605,44.14405991478215,66.24609783683194,1604.881432733375,7,31,61,sparse,high
potato,Potato||West Bengal||Medinipur(W)||Ghatal APMC,Potato,West Bengal,Medinipur(W),Ghatal APMC,22.4188527,87.307174,21.810712032251626,3.050443370784206,1619.927626617888,6,31,61,sparse,high
potato,Potato||West Bengal||Medinipur(W)||Medinipur(West) APMC,Potato,West Bengal,Medinipur(W),Medinipur(West) APMC,22.4258406,87.3192605,47.426050391058844,65.73508600467578,1511.6560987187513,7,31,61,sparse,high
potato,Potato||West Bengal||Murshidabad||Beldanga APMC,Potato,West Bengal,Murshidabad,Beldanga APMC,24.1745993,88.2721335,17.87437191781837,11.71875034348431,1995.229056621266,7,29,69,sparse,medium
potato,Potato||West Bengal||Murshidabad||Jangipur APMC,Potato,West Bengal,Murshidabad,Jangipur APMC,24.1745993,88.2721335,179.00329857033978,16.45922844488572,1664.5771061314656,7,29,69,sparse,high
